,place,team,score,captured_at
0,1,Special Weekend,1430329,2021-07-12 08:19:45.333105
1,2,manarimo,1367201,2021-07-12 08:19:45.333105
2,3,RGBTeam,1362895,2021-07-12 08:19:45.333105
3,4,chirijako,1231458,2021-07-12 08:19:45.333105
4,5,All In,1127306,2021-07-12 08:19:45.333105
5,6,Unagi,1077055,2021-07-12 08:19:45.333105
6,7,fixstars,1023010,2021-07-12 08:19:45.333105
7,8,negainoido,1021599,2021-07-12 08:19:45.333105
8,9,Closed and Restricted Boltzmann Machine ,934706,2021-07-12 08:19:45.333105
9,10,WILD BASHKORT MAGES,932830,2021-07-12 08:19:45.333105
10,11,Independent Set,923266,2021-07-12 08:19:45.333105
11,12,Sosuupoyo(sugoi),917669,2021-07-12 08:19:45.333105
12,13,301,912830,2021-07-12 08:19:45.333105
13,14,Olympia,894802,2021-07-12 08:19:45.333105
14,15,sanma,893314,2021-07-12 08:19:45.333105
15,16,pegovka,873948,2021-07-12 08:19:45.333105
16,17,CowDay,835530,2021-07-12 08:19:45.333105
17,18,Pigimarl,804456,2021-07-12 08:19:45.333105
18,19,KMC,801236,2021-07-12 08:19:45.333105
19,20,Folding at home,798615,2021-07-12 08:19:45.333105
20,21,iehn,783277,2021-07-12 08:19:45.333105
21,22,Powder,751534,2021-07-12 08:19:45.333105
22,23,DiamondPrincess,743510,2021-07-12 08:19:45.333105
23,24,ichyo,739901,2021-07-12 08:19:45.333105
24,25,udfew,722976,2021-07-12 08:19:45.333105
25,26,codingteam,714095,2021-07-12 08:19:45.333105
26,27,lambda-llama,708335,2021-07-12 08:19:45.333105
27,28,Gon the Fox,707973,2021-07-12 08:19:45.333105
28,29,bowwowforeach,703937,2021-07-12 08:19:45.333105
29,30,Side Effects May Include...,636678,2021-07-12 08:19:45.333105
30,31,The Cat is #1!!,636115,2021-07-12 08:19:45.333105
31,32,Aim Tech + Godnotent,635886,2021-07-12 08:19:45.333105
32,33,ã°ã¬ã¼ã¹ããªã,598083,2021-07-12 08:19:45.333105
33,34,Rotten Lambdas,581436,2021-07-12 08:19:45.333105
34,35,undefined,580531,2021-07-12 08:19:45.333105
35,36,Fish-Aobayama,576286,2021-07-12 08:19:45.333105
36,37,Zebra Infused Hamsters,572708,2021-07-12 08:19:45.333105
37,38,TBD,566174,2021-07-12 08:19:45.333105
38,39,"Snakes, Monkeys and Two Smoking Lambdas",555256,2021-07-12 08:19:45.333105
39,40,THIRTEEN,553526,2021-07-12 08:19:45.333105
40,41,kstm.org,528885,2021-07-12 08:19:45.333105
41,42,Dire Kettle,516241,2021-07-12 08:19:45.333105
42,43,uni,510948,2021-07-12 08:19:45.333105
43,44,ksmlb,506617,2021-07-12 08:19:45.333105
44,45,Cult of the Bound Variable,503866,2021-07-12 08:19:45.333105
45,46,okaduki,503552,2021-07-12 08:19:45.333105
46,47,Skobochka,476123,2021-07-12 08:19:45.333105
47,48,All your poses are belong to us,456441,2021-07-12 08:19:45.333105
48,49,xyznlp,451514,2021-07-12 08:19:45.333105
49,50,LILiK,448833,2021-07-12 08:19:45.333105
50,51,Bunny Girl Senpai,446998,2021-07-12 08:19:45.333105
51,52,Yoshida Chicken Rice,446367,2021-07-12 08:19:45.333105
52,53,TeamDev,428860,2021-07-12 08:19:45.333105
53,54,Wheezards,428599,2021-07-12 08:19:45.333105
54,55,EgÃ©r a marson,423138,2021-07-12 08:19:45.333105
55,56,seladir (cw),410122,2021-07-12 08:19:45.333105
56,57,Raging Mushrooms,408878,2021-07-12 08:19:45.333105
57,58,Eldies,399109,2021-07-12 08:19:45.333105
58,59,mutability,384600,2021-07-12 08:19:45.333105
59,60,'; CREATE TABLE fun(); --,376547,2021-07-12 08:19:45.333105
60,61,Vanilla Bears,367867,2021-07-12 08:19:45.333105
61,62,The PET in the wall,365842,2021-07-12 08:19:45.333105
62,63,Channable,362634,2021-07-12 08:19:45.333105
63,64,blue-poser,360847,2021-07-12 08:19:45.333105
64,65,ATS,353271,2021-07-12 08:19:45.333105
65,66,Frictionless Bananas,339573,2021-07-12 08:19:45.333105
66,67,Goretz,335044,2021-07-12 08:19:45.333105
67,68,Sigmoid Freud,314193,2021-07-12 08:19:45.333105
68,69,Rogue Operations,308839,2021-07-12 08:19:45.333105
69,70,We didn't mean to use Python,306442,2021-07-12 08:19:45.333105
70,71,cashto,305497,2021-07-12 08:19:45.333105
71,72,Nik & Tonsky,304595,2021-07-12 08:19:45.333105
72,73,uguu.org,294819,2021-07-12 08:19:45.333105
73,74,code-o-matic,286781,2021-07-12 08:19:45.333105
74,75,The Blind Hen,279084,2021-07-12 08:19:45.333105
75,76,team classified,273111,2021-07-12 08:19:45.333105
76,77,Invisible Imp,268221,2021-07-12 08:19:45.333105
77,78,IKS,265873,2021-07-12 08:19:45.333105
78,79,jabber.ru,259922,2021-07-12 08:19:45.333105
79,80,Bottle kids!,252939,2021-07-12 08:19:45.333105
80,81,xyz600,239905,2021-07-12 08:19:45.333105
81,82,The aRtful MUser,221960,2021-07-12 08:19:45.333105
82,83,trup16,220003,2021-07-12 08:19:45.333105
83,84,Goto 11,214016,2021-07-12 08:19:45.333105
84,85,make_it_stream,184177,2021-07-12 08:19:45.333105
85,86,geomon,183040,2021-07-12 08:19:45.333105
86,87,Sal's Pals,178717,2021-07-12 08:19:45.333105
87,88,Thirty spokes to make a wheel,171790,2021-07-12 08:19:45.333105
88,89,OMG ICFP FTW,166424,2021-07-12 08:19:45.333105
89,90,yorofuwa,163954,2021-07-12 08:19:45.333105
90,91,taxidriver,150648,2021-07-12 08:19:45.333105
91,92,Team Sampou,149096,2021-07-12 08:19:45.333105
92,93,paiv,147180,2021-07-12 08:19:45.333105
93,94,blueboars team,137757,2021-07-12 08:19:45.333105
94,95,Chordify,125026,2021-07-12 08:19:45.333105
95,96,The Higher Order Of Zeuxis,120882,2021-07-12 08:19:45.333105
96,97,Netvorchesk,119817,2021-07-12 08:19:45.333105
97,98,cvnm,78901,2021-07-12 08:19:45.333105
98,99,The Wild Lobsters,78356,2021-07-12 08:19:45.333105
99,100,182020,77800,2021-07-12 08:19:45.333105
100,101,Corentin,73587,2021-07-12 08:19:45.333105
101,102,Sunspear,72292,2021-07-12 08:19:45.333105
102,103,Not Enough TIme,72108,2021-07-12 08:19:45.333105
103,104,GD,71929,2021-07-12 08:19:45.333105
104,105,WinterMUTE,70262,2021-07-12 08:19:45.333105
105,106,Sjoerd Visscher,67901,2021-07-12 08:19:45.333105
106,107,h25,67775,2021-07-12 08:19:45.333105
107,108,bymski,58313,2021-07-12 08:19:45.333105
108,109,Tetris Incompetence,58026,2021-07-12 08:19:45.333105
109,110,hayatox,57933,2021-07-12 08:19:45.333105
110,111,NashFP,56765,2021-07-12 08:19:45.333105
111,112,Overfull \hbox,56673,2021-07-12 08:19:45.333105
112,113,Lyrical Tokarev,56122,2021-07-12 08:19:45.333105
113,114,The Enigma of Anilambda Fold,56007,2021-07-12 08:19:45.333105
114,115,Piggybank Software,55550,2021-07-12 08:19:45.333105
115,116,Ichigo Nudibranch,54665,2021-07-12 08:19:45.333105
116,117,balonit_bros,44288,2021-07-12 08:19:45.333105
117,118, Î»x.,44149,2021-07-12 08:19:45.333105
118,119,Office 14,42720,2021-07-12 08:19:45.333105
119,120,NCPLUG,41019,2021-07-12 08:19:45.333105
120,121,raz,39335,2021-07-12 08:19:45.333105
121,122,Free Tacos,38625,2021-07-12 08:19:45.333105
122,123,ACCESS_VIOLATION,35913,2021-07-12 08:19:45.333105
123,124,dis_functional,30064,2021-07-12 08:19:45.333105
124,125,lost in sente,26734,2021-07-12 08:19:45.333105
125,126,sumoru,26286,2021-07-12 08:19:45.333105
126,127,RAINBOU,26098,2021-07-12 08:19:45.333105
127,128,qr0m4s4n_tÃ¸4m,25397,2021-07-12 08:19:45.333105
128,129,R22b,18858,2021-07-12 08:19:45.333105
129,130,mnuyav,17381,2021-07-12 08:19:45.333105
130,131,tanzaku,17381,2021-07-12 08:19:45.333105
131,132,chaos,17337,2021-07-12 08:19:45.333105
132,133,kineto,12979,2021-07-12 08:19:45.333105
133,134,Immutable,10563,2021-07-12 08:19:45.333105
134,135,True Neutrals,10503,2021-07-12 08:19:45.333105
135,136,georgia,10388,2021-07-12 08:19:45.333105
136,137,srush,8882,2021-07-12 08:19:45.333105
137,138,Appelsientje,6201,2021-07-12 08:19:45.333105
138,139,Slow,6115,2021-07-12 08:19:45.333105
139,140,erujolc,5404,2021-07-12 08:19:45.333105
140,141,Bears ate our brains,4322,2021-07-12 08:19:45.333105
141,142,Ty chyo pyos?,4031,2021-07-12 08:19:45.333105
142,143,B-Team,4031,2021-07-12 08:19:45.333105
143,144,bc,4031,2021-07-12 08:19:45.333105
144,145,scalapendra,4031,2021-07-12 08:19:45.333105
145,146,concord,4031,2021-07-12 08:19:45.333105
146,147,AFK,4031,2021-07-12 08:19:45.333105
147,148,Codermal,4031,2021-07-12 08:19:45.333105
